transaction_id,customer_id,amount,payment_method,location,device_type,new_device,location_change,transactions_last_hour,account_age_days,previous_fraud_count,fraud
TXN100947,CUST1956,11949.69,Card,Chennai,Desktop,0,0,1,803,0,0
TXN100948,CUST3056,2815.02,UPI,Delhi,Mobile,0,0,1,591,0,0
TXN100949,CUST3435,9958.51,Card,Mumbai,Mobile,0,0,1,812,0,0
TXN100950,CUST2338,4253.86,UPI,Jaipur,Desktop,0,0,2,189,0,0
TXN100951,CUST2766,2543.39,UPI,Hyderabad,Desktop,0,0,3,438,0,1
TXN100952,CUST4471,10937.17,UPI,Delhi,Tablet,0,0,1,223,0,0
TXN100953,CUST2227,7842.81,Card,Mumbai,Desktop,0,0,1,296,0,0
TXN100954,CUST3081,8720.78,Card,Delhi,Mobile,0,0,1,305,0,0
TXN100955,CUST3309,1408.66,UPI,Mumbai,Tablet,0,0,1,19,0,0
TXN100956,CUST2508,512.13,NetBanking,Pune,Tablet,1,0,2,155,0,0
TXN100957,CUST4611,5654.28,Card,Mumbai,Mobile,0,0,1,129,0,0
TXN100958,CUST3324,9316.38,Card,Mumbai,Mobile,0,0,3,441,0,0
TXN100959,CUST2508,6202.13,Card,Kolkata,Mobile,0,0,0,1467,0,0
TXN100960,CUST3311,4480.74,UPI,Jaipur,Desktop,1,0,1,4,0,0
TXN100961,CUST3947,14516.0,UPI,Jaipur,Mobile,0,0,2,568,0,0
TXN100962,CUST1791,18705.3,UPI,Kolkata,Desktop,0,0,2,533,0,0
TXN100963,CUST3619,1781.8,NetBanking,Hyderabad,Desktop,1,0,1,30,0,0
TXN100964,CUST4444,6816.95,Card,Chennai,Mobile,0,0,1,127,0,1
TXN100965,CUST1504,1332.16,Card,Pune,Mobile,0,0,2,332,0,0
TXN100966,CUST2405,10880.11,UPI,Pune,Desktop,0,0,5,268,0,1
TXN100967,CUST1194,2090.94,Card,Mumbai,Desktop,1,0,1,1055,0,0
TXN100968,CUST1613,5702.2,UPI,Mumbai,Mobile,0,0,1,96,0,0
TXN100969,CUST2828,2842.4,Card,Bangalore,Mobile,0,0,0,119,0,0
TXN100970,CUST4265,5806.81,Wallet,Kolkata,Desktop,0,0,2,749,0,0
TXN100971,CUST2569,6455.56,Card,Pune,Desktop,0,0,0,491,0,0
TXN100972,CUST3159,35302.7,UPI,Mumbai,Mobile,0,0,3,923,0,0
TXN100973,CUST4968,3132.79,Card,Hyderabad,Desktop,0,0,2,496,0,0
TXN100974,CUST1436,1959.79,Card,Hyderabad,Desktop,0,0,1,547,0,0
TXN100975,CUST1295,3626.25,Card,Mumbai,Mobile,0,0,0,1093,0,0
TXN100976,CUST1754,6775.32,Card,Chennai,Tablet,0,0,0,344,0,0
TXN100977,CUST4277,4946.88,Card,Hyderabad,Desktop,0,0,0,1623,0,0
TXN100978,CUST1241,15351.35,NetBanking,Chennai,Mobile,0,0,3,245,0,0
TXN100979,CUST3453,666.39,UPI,Chennai,Tablet,0,0,1,264,0,0
TXN100980,CUST3127,2992.43,UPI,Bangalore,Desktop,0,0,1,403,0,0
TXN100981,CUST3813,2856.78,UPI,Chennai,Mobile,0,0,1,580,0,0
TXN100982,CUST3949,7425.08,Card,Delhi,Desktop,0,0,1,541,0,0
TXN100983,CUST1172,847.57,Card,Pune,Mobile,0,0,1,67,2,0
TXN100984,CUST4067,4588.95,NetBanking,Mumbai,Desktop,0,0,1,133,0,0
TXN100985,CUST1462,1017.38,Card,Kolkata,Desktop,0,0,1,77,0,0
TXN100986,CUST1069,6132.99,Card,Delhi,Mobile,0,0,1,354,0,0
TXN100987,CUST2565,8741.09,Card,Chennai,Desktop,0,0,0,1276,0,0
TXN100988,CUST4202,4707.86,Card,Delhi,Desktop,0,1,2,413,0,0
TXN100989,CUST1226,2915.67,Card,Chennai,Mobile,0,0,1,132,0,0
TXN100990,CUST3861,762.41,NetBanking,Delhi,Mobile,0,0,1,2,1,0
TXN100991,CUST3074,2472.07,UPI,Mumbai,Desktop,1,1,2,41,0,0
TXN100992,CUST4721,47042.72,NetBanking,Kolkata,Desktop,0,0,1,154,0,1
TXN100993,CUST2530,2483.8,Card,Kolkata,Mobile,1,0,0,24,0,0
TXN100994,CUST2646,3118.87,UPI,Delhi,Mobile,0,0,2,916,0,0
TXN100995,CUST3765,4521.86,Wallet,Pune,Desktop,0,1,1,1658,1,0
TXN100996,CUST1688,6547.37,Wallet,Chennai,Mobile,1,0,2,5,0,0
TXN100997,CUST4290,15305.18,UPI,Pune,Desktop,0,0,0,165,2,0
TXN100998,CUST4618,3874.05,Card,Hyderabad,Desktop,0,0,1,78,0,0
TXN100999,CUST1679,5095.35,UPI,Kolkata,Mobile,0,0,1,205,0,0
TXN101000,CUST4802,2589.54,Card,Pune,Tablet,0,0,3,468,0,0
TXN101001,CUST3621,196.24,UPI,Mumbai,Desktop,0,0,2,1685,0,0
TXN101002,CUST4336,9380.92,Card,Delhi,Desktop,0,0,1,190,0,0
TXN101003,CUST2851,14335.35,NetBanking,Chennai,Mobile,0,0,2,77,0,0
TXN101004,CUST3762,4296.36,UPI,Bangalore,Mobile,0,0,1,165,0,0
TXN101005,CUST4200,2194.92,NetBanking,Chennai,Mobile,0,0,0,169,0,0
TXN101006,CUST4753,1713.81,Card,Hyderabad,Mobile,0,0,1,68,1,1
TXN101007,CUST1939,918.26,UPI,Chennai,Desktop,0,0,2,94,0,1
TXN101008,CUST2688,16807.84,NetBanking,Delhi,Desktop,1,0,1,226,0,0
TXN101009,CUST1217,3681.1,NetBanking,Mumbai,Mobile,0,0,1,244,0,0
TXN101010,CUST1827,5671.69,UPI,Jaipur,Desktop,0,0,2,2,0,0
TXN101011,CUST1713,4580.42,UPI,Chennai,Mobile,0,0,1,418,2,1
TXN101012,CUST1452,11498.23,NetBanking,Delhi,Tablet,0,0,2,356,0,0
TXN101013,CUST2921,1627.62,Card,Delhi,Mobile,0,0,1,13,0,0
TXN101014,CUST4184,9674.99,Card,Bangalore,Mobile,0,0,3,157,0,0
TXN101015,CUST1851,719.19,Card,Pune,Desktop,0,0,0,46,0,0
TXN101016,CUST4240,2865.85,Card,Pune,Mobile,0,0,3,112,0,0
TXN101017,CUST2822,1455.95,Wallet,Delhi,Mobile,1,1,2,1146,0,0
TXN101018,CUST3026,1132.33,UPI,Jaipur,Desktop,0,0,0,124,0,0
TXN101019,CUST1810,10847.65,Card,Mumbai,Mobile,0,0,1,204,0,0
TXN101020,CUST3235,1420.12,Card,Chennai,Mobile,0,1,1,633,0,0
TXN101021,CUST3182,3365.77,Card,Chennai,Mobile,0,0,1,83,0,0
TXN101022,CUST1329,11109.89,Card,Jaipur,Mobile,0,0,2,115,0,0
TXN101023,CUST2407,28052.65,Card,Pune,Tablet,0,0,0,437,0,0
TXN101024,CUST1639,13609.72,UPI,Jaipur,Mobile,0,0,2,108,0,0
TXN101025,CUST3989,4460.95,UPI,Pune,Tablet,0,0,4,122,0,0
TXN101026,CUST3524,1268.39,NetBanking,Chennai,Tablet,0,0,0,538,1,0
TXN101027,CUST4935,5103.87,Card,Chennai,Desktop,0,0,2,161,0,0
TXN101028,CUST2339,8736.7,UPI,Kolkata,Desktop,0,0,0,133,0,0
TXN101029,CUST2295,2189.21,UPI,Chennai,Mobile,0,0,1,339,0,0
TXN101030,CUST2070,884.01,UPI,Delhi,Mobile,0,0,1,220,0,0
TXN101031,CUST1271,9261.12,Card,Mumbai,Desktop,1,0,1,16,2,1
TXN101032,CUST3622,1675.61,Card,Delhi,Mobile,0,0,0,554,0,0
TXN101033,CUST3563,7666.36,Card,Kolkata,Mobile,1,0,1,12,0,0
TXN101034,CUST3790,3402.01,UPI,Mumbai,Desktop,0,0,2,363,0,0
TXN101035,CUST3052,4438.43,UPI,Hyderabad,Mobile,1,0,0,46,0,0
TXN101036,CUST1385,26653.15,Wallet,Delhi,Mobile,0,1,0,308,0,0
TXN101037,CUST2374,4331.63,Wallet,Hyderabad,Desktop,0,0,3,274,1,0
TXN101038,CUST4645,1358.52,Card,Bangalore,Mobile,1,0,1,535,0,0
TXN101039,CUST3877,3726.47,Card,Pune,Mobile,0,0,2,545,0,0
TXN101040,CUST1209,5137.06,UPI,Pune,Mobile,0,0,1,870,0,0
TXN101041,CUST4118,4347.02,UPI,Pune,Desktop,0,0,1,10,0,0
TXN101042,CUST3547,2132.63,UPI,Bangalore,Tablet,0,0,1,938,0,0
TXN101043,CUST3652,2983.23,UPI,Delhi,Mobile,0,0,1,485,0,0
TXN101044,CUST1260,6022.62,Card,Kolkata,Desktop,0,0,0,1331,0,0
TXN101045,CUST2084,5733.85,Card,Jaipur,Mobile,0,0,1,185,0,0
TXN101046,CUST1168,8978.86,NetBanking,Chennai,Desktop,0,0,1,363,1,0
TXN101047,CUST3269,3921.19,NetBanking,Mumbai,Mobile,0,1,0,59,1,1
TXN101048,CUST4606,2755.65,Card,Chennai,Mobile,0,0,0,583,1,0
TXN101049,CUST2274,1850.46,UPI,Bangalore,Desktop,0,0,1,234,0,0
TXN101050,CUST3499,2992.41,Card,Mumbai,Mobile,0,0,1,35,1,0
TXN101051,CUST4060,1170.91,NetBanking,Bangalore,Desktop,0,0,1,499,0,0
TXN101052,CUST3226,1541.1,UPI,Jaipur,Tablet,0,0,3,702,0,0
TXN101053,CUST3969,5565.11,UPI,Kolkata,Tablet,1,1,2,79,0,0
TXN101054,CUST2067,3946.34,UPI,Hyderabad,Mobile,0,0,2,483,0,0
TXN101055,CUST2626,1281.92,Card,Hyderabad,Tablet,0,0,0,122,0,0
TXN101056,CUST2477,2768.35,Card,Kolkata,Mobile,0,0,1,858,0,0
TXN101057,CUST1865,1035.72,NetBanking,Chennai,Mobile,0,0,0,24,0,0
TXN101058,CUST1761,3739.97,Card,Mumbai,Desktop,0,0,1,263,0,0
TXN101059,CUST3340,3880.54,UPI,Hyderabad,Mobile,0,0,2,511,0,0
TXN101060,CUST2796,46317.41,UPI,Chennai,Mobile,0,0,0,788,3,1
TXN101061,CUST2398,28444.68,Card,Jaipur,Mobile,0,1,1,333,0,1
TXN101062,CUST4902,31099.86,Wallet,Hyderabad,Mobile,0,0,0,1,0,0
TXN101063,CUST4323,4099.47,Card,Bangalore,Mobile,0,0,0,463,0,0
TXN101064,CUST4844,3834.37,UPI,Chennai,Mobile,0,0,1,71,0,0
TXN101065,CUST4467,2909.52,Card,Kolkata,Mobile,0,0,1,31,0,0
TXN101066,CUST4449,621.46,Card,Pune,Desktop,0,0,2,678,0,0
TXN101067,CUST2526,5288.99,NetBanking,Mumbai,Mobile,0,1,0,407,0,0
TXN101068,CUST1390,15659.04,Card,Bangalore,Mobile,0,0,1,688,0,0
TXN101069,CUST2541,1986.1,UPI,Mumbai,Tablet,0,0,0,293,2,0
TXN101070,CUST1465,465.21,UPI,Mumbai,Tablet,0,0,1,350,0,0
TXN101071,CUST1604,615.12,Wallet,Mumbai,Mobile,1,1,2,342,0,0
TXN101072,CUST1137,14254.15,NetBanking,Kolkata,Mobile,0,0,1,159,0,0
TXN101073,CUST1653,5672.98,Wallet,Delhi,Desktop,0,0,1,292,0,0
TXN101074,CUST3384,2608.71,Card,Delhi,Mobile,0,0,2,239,0,0
TXN101075,CUST4482,4130.99,UPI,Jaipur,Desktop,0,0,1,149,0,0
TXN101076,CUST3145,8420.43,NetBanking,Delhi,Tablet,1,0,1,1,0,0
TXN101077,CUST3670,269.15,UPI,Jaipur,Desktop,1,0,2,39,0,0
TXN101078,CUST3611,605.51,UPI,Hyderabad,Desktop,0,0,1,1231,0,0
TXN101079,CUST4682,659.24,Card,Kolkata,Tablet,0,0,1,71,0,0
TXN101080,CUST3786,2296.47,UPI,Hyderabad,Mobile,0,0,1,1165,0,0
TXN101081,CUST4126,668.13,Card,Jaipur,Mobile,0,0,1,122,0,0
TXN101082,CUST1014,668.53,Card,Delhi,Tablet,0,0,1,40,2,0
TXN101083,CUST1044,790.48,Card,Bangalore,Mobile,0,0,2,277,2,0
TXN101084,CUST1699,2913.03,Wallet,Jaipur,Mobile,0,0,2,611,0,0
TXN101085,CUST1163,4528.74,NetBanking,Chennai,Mobile,1,1,1,5,0,0
TXN101086,CUST2041,6800.64,UPI,Kolkata,Mobile,0,0,0,834,0,0
TXN101087,CUST1386,9312.23,Card,Bangalore,Mobile,0,0,0,985,0,0
TXN101088,CUST1852,1537.99,UPI,Bangalore,Mobile,0,0,4,618,0,0
TXN101089,CUST2205,4666.39,Card,Bangalore,Desktop,0,0,0,12,0,0
TXN101090,CUST4172,3396.0,UPI,Mumbai,Desktop,0,0,0,4,0,0
TXN101091,CUST1423,5331.04,NetBanking,Pune,Mobile,0,0,4,15,0,0
TXN101092,CUST2955,6498.83,Card,Delhi,Mobile,0,0,1,817,0,0
TXN101093,CUST4523,347.68,Card,Delhi,Mobile,0,0,0,319,0,0
TXN101094,CUST4876,6696.11,Card,Hyderabad,Tablet,0,0,2,135,3,1
TXN101095,CUST1419,4276.51,NetBanking,Mumbai,Mobile,0,0,1,311,0,0
TXN101096,CUST1816,4183.98,UPI,Bangalore,Mobile,1,0,1,117,1,0
TXN101097,CUST1307,43804.92,UPI,Mumbai,Mobile,0,0,0,384,0,0
TXN101098,CUST3588,14374.74,UPI,Bangalore,Desktop,1,1,1,983,0,0
TXN101099,CUST4967,5008.93,UPI,Delhi,Mobile,0,0,1,533,0,0
TXN101100,CUST4316,1668.3,UPI,Jaipur,Mobile,0,0,0,493,0,0
TXN101101,CUST3041,943.28,NetBanking,Bangalore,Mobile,0,0,2,398,0,0
TXN101102,CUST1403,33057.67,Card,Pune,Desktop,0,0,1,322,0,0
TXN101103,CUST4610,2602.48,UPI,Delhi,Mobile,0,0,1,393,0,0
TXN101104,CUST2115,5563.66,Card,Bangalore,Mobile,0,0,1,134,0,0
TXN101105,CUST4176,2035.23,Card,Bangalore,Mobile,0,0,2,672,0,0
TXN101106,CUST3722,1146.63,Wallet,Mumbai,Mobile,0,0,0,441,0,0
TXN101107,CUST2889,4988.35,Wallet,Hyderabad,Desktop,0,0,2,380,0,0
TXN101108,CUST2373,11796.56,NetBanking,Hyderabad,Desktop,0,0,1,1546,0,0
TXN101109,CUST2946,936.57,Wallet,Mumbai,Desktop,0,1,2,74,0,1
TXN101110,CUST3867,4700.19,UPI,Jaipur,Mobile,0,0,2,475,0,0
TXN101111,CUST2042,4385.94,Card,Mumbai,Desktop,0,0,0,596,2,0
TXN101112,CUST4188,1143.37,UPI,Chennai,Mobile,0,0,2,683,0,0
TXN101113,CUST3221,2125.8,UPI,Delhi,Tablet,0,0,0,241,2,0
TXN101114,CUST3201,551.78,Card,Bangalore,Tablet,0,0,2,598,1,0
TXN101115,CUST3048,4043.14,Card,Jaipur,Mobile,0,1,1,92,0,1
TXN101116,CUST1973,11740.59,Card,Chennai,Mobile,0,0,1,157,0,0
TXN101117,CUST3401,3080.2,Card,Pune,Tablet,0,1,2,598,0,0
TXN101118,CUST3990,518.67,UPI,Kolkata,Desktop,0,1,1,1662,0,0
TXN101119,CUST3042,1583.97,NetBanking,Kolkata,Mobile,0,0,2,17,1,0
TXN101120,CUST3482,2610.61,UPI,Jaipur,Mobile,0,0,3,1005,0,0
TXN101121,CUST2097,6857.39,UPI,Jaipur,Mobile,0,0,1,314,1,0
TXN101122,CUST4504,1597.25,UPI,Kolkata,Mobile,0,0,1,159,0,0
TXN101123,CUST3812,20840.66,NetBanking,Chennai,Mobile,0,0,0,202,0,0
TXN101124,CUST1193,5432.55,UPI,Bangalore,Mobile,1,0,0,57,1,0
TXN101125,CUST2232,15117.02,Card,Hyderabad,Desktop,0,0,0,481,0,0
TXN101126,CUST4986,2413.85,NetBanking,Mumbai,Tablet,0,0,2,340,0,0
TXN101127,CUST1169,933.49,Card,Jaipur,Mobile,0,0,0,1024,0,0
TXN101128,CUST3880,9316.59,UPI,Delhi,Desktop,0,0,0,1250,0,0
TXN101129,CUST1742,5228.04,Card,Chennai,Mobile,0,0,1,164,1,0
TXN101130,CUST3445,4269.56,Card,Bangalore,Desktop,0,0,1,717,0,0
TXN101131,CUST2086,40077.99,Card,Jaipur,Desktop,0,0,0,192,1,0
TXN101132,CUST4570,11750.42,Wallet,Chennai,Desktop,0,0,3,239,0,0
TXN101133,CUST3035,5357.53,UPI,Chennai,Mobile,0,0,1,167,0,0
TXN101134,CUST3512,12687.87,Wallet,Hyderabad,Mobile,0,1,1,34,0,0
TXN101135,CUST3821,1574.21,Card,Mumbai,Mobile,0,0,2,520,0,0
TXN101136,CUST4076,618.7,NetBanking,Pune,Mobile,0,0,1,552,0,0
TXN101137,CUST4895,563.45,NetBanking,Pune,Desktop,1,0,3,1094,0,0
TXN101138,CUST1906,1720.61,UPI,Delhi,Desktop,0,0,3,111,1,1
TXN101139,CUST3806,3551.19,NetBanking,Bangalore,Tablet,0,0,4,676,0,0
TXN101140,CUST1978,2388.87,Card,Kolkata,Mobile,0,1,1,708,0,0
TXN101141,CUST4489,1663.74,NetBanking,Hyderabad,Tablet,0,0,0,184,0,0
TXN101142,CUST2468,1596.04,Card,Hyderabad,Desktop,0,0,1,216,0,0
TXN101143,CUST1954,799.15,UPI,Mumbai,Mobile,0,0,1,701,0,0
TXN101144,CUST4747,5776.38,Wallet,Kolkata,Mobile,0,0,4,484,0,0
TXN101145,CUST1423,11914.72,Card,Jaipur,Mobile,0,1,1,548,0,0
TXN101146,CUST3267,4487.39,UPI,Delhi,Mobile,0,0,3,466,0,0
TXN101147,CUST2331,16603.79,UPI,Hyderabad,Mobile,0,0,1,235,0,0
TXN101148,CUST4173,7673.96,Card,Bangalore,Mobile,0,0,0,117,0,0
TXN101149,CUST2538,12179.39,Card,Mumbai,Desktop,0,0,1,15,1,0
TXN101150,CUST2092,2600.98,UPI,Bangalore,Mobile,1,0,0,144,0,0
TXN101151,CUST4830,10902.8,NetBanking,Delhi,Desktop,0,0,1,312,2,0
TXN101152,CUST4169,2921.39,UPI,Delhi,Mobile,0,0,1,381,3,0
TXN101153,CUST4121,15961.82,Card,Pune,Desktop,0,0,1,201,0,0
TXN101154,CUST3210,1493.49,Card,Jaipur,Desktop,0,0,0,221,0,0
TXN101155,CUST2843,366.17,NetBanking,Jaipur,Mobile,0,0,1,142,0,0
TXN101156,CUST4168,2691.76,Card,Mumbai,Desktop,0,0,2,145,1,0
TXN101157,CUST4030,8975.36,Card,Pune,Tablet,0,0,4,131,0,0
TXN101158,CUST3939,7287.25,UPI,Pune,Mobile,0,0,1,337,0,0
TXN101159,CUST4683,2614.05,Card,Pune,Mobile,0,1,1,382,0,0
TXN101160,CUST1267,14364.51,Card,Mumbai,Desktop,0,0,0,728,2,0
TXN101161,CUST1060,10793.33,UPI,Chennai,Tablet,1,0,1,199,0,0
TXN101162,CUST3769,5420.03,Card,Hyderabad,Desktop,0,0,0,441,0,0
TXN101163,CUST1696,20073.74,UPI,Chennai,Desktop,0,0,2,675,1,1
TXN101164,CUST2489,2523.37,Card,Mumbai,Desktop,0,0,1,908,0,0
TXN101165,CUST4829,3678.4,UPI,Hyderabad,Desktop,0,0,0,237,1,0
TXN101166,CUST4236,1945.19,Card,Mumbai,Mobile,0,0,1,401,0,0
TXN101167,CUST3543,2309.22,UPI,Kolkata,Mobile,0,0,2,211,0,0
TXN101168,CUST2716,15056.79,Card,Hyderabad,Desktop,1,1,0,139,0,0
TXN101169,CUST4909,4436.49,NetBanking,Jaipur,Desktop,0,0,1,214,0,0
TXN101170,CUST1635,10472.0,UPI,Kolkata,Mobile,0,0,1,24,1,1
TXN101171,CUST1489,1053.39,Wallet,Kolkata,Mobile,0,0,2,796,1,0
TXN101172,CUST3565,2112.85,Card,Bangalore,Mobile,0,0,1,847,0,0
TXN101173,CUST1529,1163.12,UPI,Kolkata,Mobile,0,0,1,1315,0,0
TXN101174,CUST3788,3735.51,Card,Mumbai,Mobile,0,0,1,345,0,0
TXN101175,CUST3265,1293.32,Wallet,Kolkata,Mobile,0,0,1,20,0,0
TXN101176,CUST4510,4214.66,NetBanking,Mumbai,Mobile,0,0,1,66,0,0
TXN101177,CUST3457,15328.49,Card,Mumbai,Mobile,0,0,0,291,0,0
TXN101178,CUST2067,18240.33,Card,Delhi,Mobile,0,1,2,1210,0,0
TXN101179,CUST2203,6830.59,Card,Chennai,Tablet,0,0,0,419,0,0
TXN101180,CUST4148,19489.5,UPI,Pune,Desktop,0,0,1,24,0,0
TXN101181,CUST3820,4180.02,NetBanking,Delhi,Desktop,0,0,0,432,0,0
TXN101182,CUST4091,3727.29,UPI,Kolkata,Mobile,0,0,2,134,1,0
TXN101183,CUST3477,6119.55,Card,Bangalore,Mobile,0,0,2,376,0,0
TXN101184,CUST1846,4904.23,Card,Delhi,Mobile,0,0,0,1475,0,0
TXN101185,CUST3010,6999.59,UPI,Kolkata,Mobile,0,0,5,283,0,0
TXN101186,CUST1584,4447.68,NetBanking,Hyderabad,Mobile,0,0,1,95,0,0
TXN101187,CUST4938,9549.46,Card,Jaipur,Tablet,0,0,0,151,0,0
TXN101188,CUST4109,8656.86,Card,Pune,Mobile,0,1,0,501,0,0
TXN101189,CUST3617,5825.13,Card,Delhi,Mobile,1,0,4,33,0,0
TXN101190,CUST3944,3218.2,UPI,Hyderabad,Tablet,0,0,2,357,1,0
TXN101191,CUST3443,754.6,Card,Mumbai,Mobile,1,0,1,198,0,0
TXN101192,CUST4353,2064.69,Card,Pune,Desktop,0,0,1,212,0,0
TXN101193,CUST2143,3142.52,Wallet,Delhi,Desktop,0,0,3,288,0,0
TXN101194,CUST2328,3682.07,Wallet,Jaipur,Mobile,0,1,0,22,0,0
TXN101195,CUST1454,2414.87,NetBanking,Jaipur,Mobile,1,0,0,73,0,0
TXN101196,CUST4456,16855.68,UPI,Chennai,Desktop,0,0,1,114,2,0
TXN101197,CUST1816,5705.94,UPI,Bangalore,Desktop,0,0,2,1154,0,0
TXN101198,CUST1106,12908.53,Card,Chennai,Mobile,0,0,1,145,0,0
TXN101199,CUST3966,6631.18,UPI,Jaipur,Mobile,0,0,1,82,0,0
TXN101200,CUST2967,476.2,Wallet,Delhi,Desktop,0,0,1,1461,0,0
TXN101201,CUST3029,1891.73,UPI,Mumbai,Desktop,0,0,1,670,0,0
TXN101202,CUST2457,958.17,Card,Kolkata,Desktop,0,0,0,139,0,0
TXN101203,CUST1818,4206.25,Card,Kolkata,Desktop,0,0,1,843,0,0
TXN101204,CUST1993,3473.56,NetBanking,Bangalore,Tablet,0,0,1,107,0,0
TXN101205,CUST4118,12105.38,NetBanking,Mumbai,Desktop,0,0,3,371,0,0
TXN101206,CUST2132,29306.1,UPI,Kolkata,Mobile,0,0,0,480,0,0
TXN101207,CUST1048,809.96,NetBanking,Chennai,Mobile,1,0,0,2,0,0
TXN101208,CUST4392,17464.87,NetBanking,Pune,Mobile,1,0,2,229,0,0
TXN101209,CUST3108,1346.75,Card,Jaipur,Mobile,0,0,1,280,1,0
TXN101210,CUST3390,10608.74,Card,Pune,Desktop,1,1,1,40,0,0
TXN101211,CUST2234,2380.33,UPI,Mumbai,Mobile,0,0,1,1158,0,0
TXN101212,CUST4692,1175.59,UPI,Bangalore,Mobile,1,0,3,1,0,1
TXN101213,CUST4985,1743.43,UPI,Jaipur,Mobile,0,0,3,669,0,0
TXN101214,CUST2493,4567.25,Card,Jaipur,Mobile,0,1,2,414,0,0
TXN101215,CUST1890,622.85,Card,Jaipur,Desktop,0,0,1,230,0,0
TXN101216,CUST2879,16820.54,UPI,Hyderabad,Desktop,0,0,0,169,0,0
TXN101217,CUST1233,7426.29,UPI,Pune,Desktop,0,0,0,126,0,0
TXN101218,CUST4249,4149.07,UPI,Bangalore,Mobile,0,0,0,845,0,0
TXN101219,CUST1939,8411.36,Card,Delhi,Mobile,0,0,1,94,0,0
TXN101220,CUST1355,1142.54,NetBanking,Pune,Desktop,0,0,3,79,0,0
TXN101221,CUST4392,5300.33,UPI,Delhi,Tablet,0,0,4,522,0,0
TXN101222,CUST1411,943.59,Card,Pune,Mobile,0,0,1,993,1,0
TXN101223,CUST4258,1561.67,Card,Hyderabad,Desktop,0,0,0,341,2,0
TXN101224,CUST2864,13722.46,Card,Kolkata,Desktop,0,0,4,683,0,0
TXN101225,CUST4200,1129.71,Card,Jaipur,Mobile,0,1,1,63,0,0
TXN101226,CUST4434,1517.27,UPI,Delhi,Desktop,1,0,4,24,1,0
TXN101227,CUST3583,7723.16,UPI,Mumbai,Desktop,0,0,0,11,0,0
TXN101228,CUST3504,243.31,UPI,Pune,Mobile,1,0,2,20,1,1
TXN101229,CUST2282,18474.1,UPI,Hyderabad,Desktop,0,0,1,170,0,0
TXN101230,CUST2561,5213.05,UPI,Mumbai,Desktop,0,0,0,802,0,0
TXN101231,CUST4961,1817.5,Card,Jaipur,Tablet,0,0,0,147,0,0
TXN101232,CUST2964,7959.37,NetBanking,Chennai,Mobile,0,0,1,331,0,0
TXN101233,CUST1224,3875.79,UPI,Kolkata,Mobile,1,0,1,94,0,0
TXN101234,CUST1140,1571.69,Wallet,Chennai,Tablet,0,0,2,3097,0,0
TXN101235,CUST1999,271.5,Card,Jaipur,Desktop,0,0,0,679,0,0
TXN101236,CUST4384,4474.28,Card,Hyderabad,Mobile,0,0,1,193,0,0
TXN101237,CUST4277,2584.02,Card,Jaipur,Mobile,0,0,3,515,0,0
TXN101238,CUST3359,20928.2,Card,Hyderabad,Mobile,0,0,1,287,0,0
TXN101239,CUST3700,1828.29,UPI,Delhi,Mobile,0,0,1,667,1,0
TXN101240,CUST2253,3856.38,Card,Kolkata,Desktop,1,0,2,1,0,0
TXN101241,CUST3415,733.45,Card,Kolkata,Desktop,0,1,3,828,0,0
TXN101242,CUST1614,37175.92,NetBanking,Pune,Desktop,0,0,0,247,0,0
TXN101243,CUST2043,2820.37,UPI,Chennai,Mobile,0,0,1,464,0,0
TXN101244,CUST3482,1308.63,UPI,Jaipur,Desktop,1,0,0,3,0,0
TXN101245,CUST4745,2199.24,Card,Hyderabad,Mobile,0,0,1,316,0,0
TXN101246,CUST1784,2573.16,Card,Pune,Mobile,0,0,0,42,0,0
TXN101247,CUST4465,623.28,UPI,Pune,Mobile,0,0,2,45,0,0
TXN101248,CUST4703,2456.87,Card,Jaipur,Mobile,0,1,2,2552,0,0
TXN101249,CUST3477,3164.66,Card,Mumbai,Mobile,0,1,1,433,0,0
TXN101250,CUST2120,1539.95,UPI,Kolkata,Mobile,0,0,2,256,0,0
TXN101251,CUST2909,3212.75,NetBanking,Pune,Desktop,1,0,1,40,0,0
TXN101252,CUST2308,10482.83,Wallet,Kolkata,Desktop,0,0,1,99,0,0
TXN101253,CUST1893,22460.42,UPI,Delhi,Mobile,0,0,2,134,1,0
TXN101254,CUST2070,3387.11,Wallet,Jaipur,Mobile,0,0,2,199,1,0
TXN101255,CUST3869,83592.38,Wallet,Kolkata,Desktop,0,0,1,143,1,1
TXN101256,CUST1059,3150.97,UPI,Mumbai,Mobile,0,1,1,205,0,0
TXN101257,CUST2399,1341.72,Card,Hyderabad,Mobile,0,0,2,25,0,0
TXN101258,CUST4694,19082.72,UPI,Hyderabad,Mobile,0,0,1,458,0,0
TXN101259,CUST3695,5585.87,UPI,Hyderabad,Mobile,0,0,1,30,0,0
TXN101260,CUST2607,3364.67,Card,Chennai,Desktop,1,1,0,34,1,0
TXN101261,CUST4303,223.59,Card,Chennai,Mobile,1,1,1,54,0,0
TXN101262,CUST3871,614.37,UPI,Delhi,Mobile,0,0,0,731,0,0
TXN101263,CUST1342,18263.86,Card,Jaipur,Desktop,0,0,3,1934,0,0
TXN101264,CUST2702,3246.7,UPI,Kolkata,Mobile,0,0,0,959,0,0
TXN101265,CUST4101,4710.99,Wallet,Jaipur,Mobile,0,0,1,553,0,0
TXN101266,CUST2418,1279.89,UPI,Jaipur,Desktop,0,0,2,595,0,0
